Country,Created_Date,Estimated_Yearly_Earning,Subscribe_Rank,Subscribers,Type,Uploads,Username,Views,Views_Rank
US,"Nov 30th, 2007","
$0 - $0 ",4183,"2,092,904",Sports,893,fightTIPS,"234,966,333","11,508th"
VN,"Oct 26th, 2011","
$514.4K - $8.2M ",4182,"2,098,750",Entertainment,489,BIBI TV,"1,534,046,097","1,236th"
DZ,"Sep 20th, 2011","
$10.9K - $173.7K ",4181,"2,092,448",Comedy,190,Anes Tina,"203,623,710","13,361st"
,"Mar 20th, 2017","
$46.4K - $742K ",4180,"2,091,681",,8,AyoandTeoVEVO,"688,339,631","3,344th"
IN,"Oct 5th, 2014","
$32.1K - $513.8K ",4178,"2,102,167",,360,Spoken English Guru,"95,494,443","29,879th"
,"Jul 14th, 2015","
$16.8K - $269K ",4176,"2,095,320",Howto,439,RISABAE,"227,131,882","11,893rd"
US,"Sep 2nd, 2009","
$35.3K - $565.1K ",4174,"2,094,403",Music,95,kellyclarksonVEVO,"1,473,777,403","1,302nd"
IN,"Jul 12th, 2017","
$182.8K - $2.9M ",4172,"2,103,822",Film,75,Popular Diginet Movies,"344,408,933","7,548th"
US,"Sep 25th, 2006","
$12.4K - $197.6K ",4171,"2,095,448",Entertainment,882,Ed Bassmaster,"642,554,448","3,645th"
FR,"Jun 20th, 2016","
$149.8K - $2.4M ",4170,"2,099,646",Music,14,Aya Nakamura,"619,562,795","3,800th"
TR,"Feb 18th, 2014","
$45.3K - $725.2K ",4169,"2,097,922",Entertainment,"8,957",FOX,"2,138,396,672",778th
US,"Jan 17th, 2012","
$6.1K - $98K ",4168,"2,096,618",Comedy,89,BachelorsPadTv,"127,922,489","22,007th"
US,"Apr 29th, 2009","
$35.5K - $568.8K ",4167,"2,097,337",Entertainment,"5,123",The Wendy Williams Show,"1,053,050,058","1,977th"
IN,"Jul 22nd, 2014","
$126.5K - $2M ",4166,"2,101,206",People,82,MyMissAnand,"348,688,783","7,442nd"
US,"Feb 23rd, 2016","
$125.8K - $2M ",4165,"2,099,753",Film,280,PJ Masks Official,"687,058,275","3,347th"
US,"Nov 6th, 2012","
$37K - $592.5K ",4163,"2,102,252",People,28,Ella Mai,"76,490,080","37,544th"
,"Jun 21st, 2018","
$62.6K - $1M ",4162,"2,105,347",,32,Ivanita Lomeli,"113,997,747","24,802nd"
IN,"Apr 5th, 2016","
$18.8K - $300.5K ",4161,"2,101,234",People,628,Ghar Grihasti,"182,003,184","15,124th"
IT,"Feb 9th, 2007","
$46.4K - $741.9K ",4160,"2,100,971",Games,"2,410",MikeShowSha,"616,454,307","3,816th"
MX,"Jul 9th, 2006","
$9.9K - $158.2K ",4159,"2,101,577",Music,115,vicentefernandez,"419,672,908","5,990th"
US,"Feb 21st, 2012","
$3.7K - $58.5K ",4158,"2,100,331",Entertainment,132,Deadlox Does Gaming,"233,070,843","3,273,754th"
ID,"Aug 31st, 2018","
$81.3K - $1.3M ",4157,"2,140,967",,64,Maell Lee,"86,166,146","33,587th"
BR,"Jul 17th, 2006","
$20.8K - $332.7K ",4156,"2,102,500",People,"1,155",Karen Bachini,"211,837,985","12,810th"
RU,"Oct 2nd, 2011","
$22.7K - $363.4K ",4155,"2,102,889",Games,"1,089",Dmitriy Landstop,"356,208,222","7,295th"
,"Dec 15th, 2016","
$72.2K - $1.2M ",4153,"2,105,409",People,260,SorDor Style,"329,147,128","7,942nd"
MX,"Apr 27th, 2015","
$25K - $400.8K ",4152,"2,114,307",Comedy,7,Leo Osuna,"35,137,717","81,094th"
US,"Jul 30th, 2008","
$6.5K - $103.3K ",4151,"2,103,590",Tech,235,SpaceX,"214,033,959","12,661st"
NL,"Sep 15th, 2011","
$59.9K - $958.7K ",4150,"2,103,769",Entertainment,630,StukTV,"787,422,480","2,831st"
US,"Dec 16th, 2012","
$34.1K - $546.3K ",4149,"2,104,866",Howto,791,360Jeezy,"283,550,241","9,397th"
BR,"Dec 8th, 2014","
$19.4K - $310.5K ",4148,"2,105,694",Sports,197,MILGRAU,"86,534,525","32,952nd"
US,"May 25th, 2009","
$15.9K - $254.8K ",4147,"2,104,722",Howto,"1,543",ScottHermanFitness,"384,266,619","6,665th"
,"Feb 7th, 2014","
$18.9K - $301.6K ",4146,"2,106,206",Entertainment,17,ThiagoIUTU,"132,073,850","21,329th"
US,"Jul 11th, 2016","
$15.7K - $251.4K ",4145,"2,104,245",Entertainment,151,Nexus,"288,218,951","9,206th"
US,"Dec 23rd, 2015","
$90.1K - $1.4M ",4143,"2,106,946",People,972,The Ohana Adventure,"521,432,642","4,654th"
IN,"Jun 17th, 2017","
$98.4K - $1.6M ",4142,"2,107,871",,532,Khesari Music World,"623,512,279","3,773rd"
IN,"Jan 29th, 2016","
$29.3K - $469K ",4141,"2,108,693",People,588,HEMANTZONE VLOGS,"145,748,641","19,203rd"
US,"Feb 25th, 2010","
$19.8K - $317K ",4140,"2,105,965",Music,47,ThirtySecondsToMarsVEVO,"791,084,812","2,816th"
RU,"Oct 17th, 2009","
$27.4K - $437.6K ",4138,"2,111,283",Games,"2,037",TaGs Play Theme,"394,980,570","6,454th"
US,"Apr 4th, 2016","
$42.3K - $677.4K ",4137,"2,110,797",People,63,EVERLEIGH OPENS TOYS,"254,830,581","10,551st"
US,"May 8th, 2013","
$31.3K - $501.4K ",4136,"2,110,883",Comedy,238,Best In Class,"260,793,322","10,292nd"
AU,"Jun 19th, 2016","
$35.4K - $566K ",4134,"2,110,361",Entertainment,668,ReactiCorns,"366,322,054","7,063rd"
,"Dec 20th, 2013","
$0 - $0 ",4132,"2,110,344",Games,0,Heavy Metal Music - Topic,0,"22,869,625th"
US,"Jan 15th, 2018","
$322.2K - $5.2M ",4131,"2,118,976",,131,Primitive Technology KH,"581,964,269","4,100th"
US,"Jun 12th, 2007","
$54 - $857 ",4129,"2,112,727",Music,44,Big Time Rush,"17,018,204","161,849th"
US,"Jul 20th, 2018","
$794K - $12.7M ",4127,"2,122,802",Comedy,460,FV FAMILY,"901,981,437","2,400th"
AR,"Nov 25th, 2009","
$56.7K - $907.5K ",4126,"2,114,740",Film,855,Disney Studios LA,"1,347,680,160","1,450th"
US,"May 27th, 2014","
$2.1K - $33.3K ",4125,"2,113,933",Music,67,Dwarf Mamba,"88,055,876","32,332nd"
US,"Dec 12th, 2011","
$11.1K - $177.1K ",4124,"2,114,770",Entertainment,115,Jess Conte,"152,006,580","18,348th"
HK,"Oct 12th, 2017","
$25.6K - $409.5K ",4123,"2,119,076",Education,212,ZAmericanEnglish,"82,206,834","34,804th"
US,"Apr 14th, 2015","
$23K - $368.7K ",4122,"2,114,535",Entertainment,158,Fun Factory,"1,428,334,864","1,349th"
SE,"Dec 27th, 2010","
$9.6K - $153.5K ",4121,"2,114,171",Music,55,Sofia Karlberg,"324,557,568","8,067th"
VN,"Jan 3rd, 2015","
$27.7K - $442.7K ",4120,"2,116,164",Games,"2,193",ViruSs,"446,939,308","5,577th"
GB,"Jul 23rd, 2009","
$14.3K - $228.8K ",4119,"2,115,407",Games,"2,975",MrDalekJD,"595,338,533","3,977th"
US,"Jan 22nd, 2007","
$5K - $80.7K ",4118,"2,116,149",Sports,259,Brodie Smith,"320,253,992","8,201st"
CA,"Jul 4th, 2015","
$69.1K - $1.1M ",4117,"2,116,253",Entertainment,331,VladTeeVee,"310,946,582","8,481st"
US,"Dec 17th, 2009","
$9.9K - $158.1K ",4116,"2,116,868",Music,"1,813",GuitarJamz,"606,761,939","3,884th"
GB,"Jul 13th, 2017","
$55 - $880 ",4115,"2,118,332",People,1,Louis Tomlinson,"578,761","2,536,784th"
ES,"Oct 29th, 2014","
$218.4K - $3.5M ",4114,"2,126,535",People,52,SaneuB,"404,826,419","6,270th"
MA,"Nov 12th, 2015","
$34.6K - $553.5K ",4113,"2,121,849",People,586,cuisine Halima Filali شهيوات داري,"287,746,040","9,228th"
,"Apr 4th, 2016","
$6.5K - $103.9K ",4112,"2,118,126",People,383,ARUAN FELIX,"124,142,565","22,736th"
FR,"Dec 9th, 2007","
$2.4K - $37.8K ",4111,"2,118,537",Comedy,55,Aziatomik,"156,011,151","17,832nd"
IN,"Aug 6th, 2016","
$13.2K - $211.5K ",4110,"2,121,941",Tech,668,Technical Baba Nitya,"74,252,597","38,583rd"
IN,"Jan 20th, 2016","
$167K - $2.7M ",4109,"2,123,471",Entertainment,"18,738",Bhavani HD Movies,"930,888,186","2,297th"
US,"Jan 8th, 2015","
$491.5K - $7.9M ",4108,"2,127,090",Entertainment,651,Scopian01,"1,798,330,513",999th
IN,"Oct 17th, 2013","
$13.9K - $222.7K ",4107,"2,123,273",Music,160,Guru Randhawa,"152,086,076","18,342nd"
US,"Sep 30th, 2015","
$4.8K - $77K ",4106,"2,119,997",Film,306,Penguins TV,"440,556,773","5,679th"
AR,"Oct 14th, 2012","
$80.5K - $1.3M ",4105,"2,131,233",Film,312,Te lo resumo,"301,668,133","8,745th"
CO,"Aug 19th, 2012","
$9.2K - $147.2K ",4104,"2,123,176",Entertainment,291,PauVlogs,"168,699,034","16,430th"
BR,"Feb 1st, 2015","
$71.4K - $1.1M ",4103,"2,124,922",Entertainment,709,Canal da Lulu,"608,818,925","3,866th"
,"May 12th, 2016","
$8.8K - $140.2K ",4102,"2,120,716",People,619,Netflix India,"145,529,107","19,199th"
BR,"Aug 4th, 2009","
$61K - $975.7K ",4101,"2,121,735",Music,429,Sorriso Maroto,"685,390,343","3,356th"
US,"Jan 8th, 2015","
$88.1K - $1.4M ",4099,"2,123,084",People,"1,007",8 Passengers,"786,734,426","2,834th"
IN,"Jul 8th, 2012","
$18.7K - $298.7K ",4098,"2,124,721",Education,103,GREAT IDEAS GREAT LIFE,"79,884,775","35,861st"
IN,"Aug 10th, 2015","
$161.1K - $2.6M ",4097,"2,126,820",Film,"5,173",Tamil cinema,"839,730,980","2,611th"
US,"May 12th, 2009","
$17.8K - $284.6K ",4096,"2,119,141",Music,117,SnoopDoggVEVO,"932,078,706","2,290th"
US,"Jun 24th, 2011","
$20.4K - $327K ",4095,"2,123,384",Autos,738,Engineering Explained,"323,061,076","8,117th"
US,"May 21st, 2010","
$5.3K - $84.3K ",4094,"2,122,824",Film,563,Jackie Hernandez,"170,936,688","16,153rd"
,"Oct 4th, 2016","
$0 - $0 ",4093,"2,123,024",Entertainment,397,Space Kids Peppa Pig,"666,327,722","3,478th"
US,"Feb 23rd, 2006","
$74.9K - $1.2M ",4092,"2,124,677",Sports,"13,848",IMPACT Wrestling,"1,521,232,428","1,249th"
US,"Jun 23rd, 2011","
$6.1K - $97.1K ",4091,"2,123,548",Film,437,Cartoon Hangover,"271,304,283","9,863rd"
US,"Dec 5th, 2007","
$57.8K - $925.5K ",4090,"2,126,619",Film,63,PES,"447,316,700","5,573rd"
DO,"Jul 5th, 2016","
$0 - $0 ",4089,"2,127,219",Howto,"1,064",Hogar de Remedios Caseros Naturales,"191,663,299","14,282nd"
,"May 14th, 2018","
$34.1K - $544.9K ",4086,"2,128,418",,69,BuzzFeed Unsolved Network,"98,853,181","28,718th"
CZ,"Apr 28th, 2010","
$76.8K - $1.2M ",4085,"2,128,120",Music,"1,510",Peter PlutaX,"909,264,795","2,365th"
GB,"Aug 25th, 2010","
$1.3K - $21.2K ",4084,"2,126,929",People,285,Marina Joyce,"210,415,117","12,898th"
,"May 4th, 2015","
$30.3K - $485.4K ",4083,"2,126,853",Music,80,AlessiaCaraVEVO,"637,852,469","3,674th"
SA,"Feb 5th, 2013","
$66.4K - $1.1M ",4082,"2,131,480",Howto,264,معلومه في كتاب,"342,748,867","7,577th"
US,"Dec 21st, 2012","
$15.4K - $247.2K ",4081,"2,129,012",Games,181,Smooth McGroove,"400,910,341","6,325th"
SA,"Jun 26th, 2015","
$42.1K - $673.7K ",4080,"2,135,059",Entertainment,536,رحلة العقل,"439,148,134","5,696th"
SE,"Feb 15th, 2015","
$9.6K - $153.2K ",4079,"2,132,766",Comedy,92,sherins Beauty,"122,235,469","23,103rd"
VN,"Dec 25th, 2014","
$82.9K - $1.3M ",4078,"2,133,546",Music,923,Nam Việt Music,"1,187,377,563","1,684th"
US,"Jul 15th, 2016","
$36.6K - $585K ",4077,"2,134,041",Entertainment,345,Jack Doherty,"258,701,647","10,380th"
IN,"Mar 22nd, 2015","
$0 - $0 ",4075,"2,136,500",People,130,Rochak TV,"52,606,430","54,917th"
TH,"Mar 22nd, 2017","
$86.2K - $1.4M ",4071,"2,140,718",Entertainment,197,TopSib Thailand,"262,225,274","10,268th"
BR,"Nov 15th, 2011","
$20.4K - $326.5K ",4070,"2,142,431",Entertainment,71,Tô Solto,"111,875,145","25,320th"
TH,"May 17th, 2016","
$31.8K - $509.5K ",4068,"2,135,941",Music,224,ไหทองคํา…,"1,091,404,386","1,880th"
MX,"Feb 12th, 2010","
$2.7K - $42.8K ",4067,"2,135,110",Entertainment,562,NoMeRevientes,"285,536,726","9,314th"
GB,"Sep 21st, 2010","
$81.4K - $1.3M ",4066,"2,140,772",Music,"3,317",Moviebox Record Label,"973,631,341","2,179th"
GB,"Feb 26th, 2012","
$16.4K - $262.4K ",4065,"2,138,518",Comedy,259,MaximBady,"175,405,032","15,727th"
US,"Feb 22nd, 2010","
$1.8K - $28.5K ",4063,"2,138,021",Howto,237,Tealaxx2,"151,436,316","18,407th"
,"Jan 29th, 2015","
$1.6K - $25K ",4062,"2,139,929",People,26,ANAVITÓRIA,"96,544,570","29,423rd"
US,"Jan 15th, 2015","
$93.6K - $1.5M ",4058,"2,142,415",Education,"1,003",Baby Fun Learning,"772,080,708","2,907th"
,"Apr 16th, 2015","
$61.7K - $987.3K ",4057,"2,142,097",Education,36,Animals Rhymes,"344,314,965","7,543rd"
US,"Oct 5th, 2016","
$178.6K - $2.9M ",4056,"2,144,246",,377,Satisfy Channel,"645,796,080","3,627th"
GB,"Feb 25th, 2013","
$121.9K - $2M ",4055,"2,143,809",Film,571,Mr Bean Cartoon World,"855,308,397","2,562nd"
ES,"Feb 20th, 2013","
$184.3K - $2.9M ",4053,"2,147,682",Film,"1,549",WildBrain en Español,"748,846,256","3,009th"
AE,"Jun 6th, 2016","
$168.5K - $2.7M ",4052,"2,146,083",Film,120,Arabian Fairy Tales,"666,240,391","3,480th"
BR,"May 12th, 2014","
$13.3K - $213K ",4051,"2,141,800",People,464,JoutJout Prazer,"257,358,669","10,435th"
BR,"Dec 31st, 2014","
$15.4K - $247.1K ",4050,"2,143,036",Howto,495,Menino Prendado,"142,825,817","19,574th"
DZ,"Aug 26th, 2015","
$100.7K - $1.6M ",4049,"2,143,803",Music,142,Hichem Smati,"596,333,016","3,968th"
IN,"Sep 7th, 2017","
$34.5K - $552.2K ",4048,"2,142,458",Howto,186,Muftgyan Guruji,"132,377,973","21,290th"
US,"Dec 23rd, 2016","
$0 - $0 ",4047,"2,142,786",,10,Wrestling Time,"14,683,269","181,097th"
US,"Oct 27th, 2013","
$55.5K - $887.4K ",4044,"2,149,360",Travel,355,Strictly Dumpling,"328,432,199","7,970th"
IN,"Dec 10th, 2015","
$45.7K - $731.5K ",4043,"2,146,611",Comedy,82,Nazar Battu Productions,"184,249,447","14,924th"
TH,"Jan 5th, 2017","
$55.4K - $886.7K ",4042,"2,147,015",People,249,Kyutae Oppa,"204,341,889","13,324th"
BD,"Sep 14th, 2015","
$41.4K - $662.6K ",4041,"2,145,550",Entertainment,"1,887",Rabbitholebd Entertainment,"261,093,155","9,925th"
JP,"May 20th, 2013","
$119.9K - $1.9M ",4039,"2,147,144",Entertainment,"1,515",おるたなChannel,"1,523,631,766","1,246th"
US,"Jan 14th, 2013","
$31.7K - $507.9K ",4037,"2,146,767",Music,112,KidInkOfficialVEVO,"1,116,653,297","1,827th"
ES,"Jul 16th, 2007","
$25.4K - $406.7K ",4036,"2,147,457",People,"1,131",Mundo Desconocido,"456,835,621","5,436th"
GB,"Aug 2nd, 2013","
$20.3K - $325.5K ",4032,"2,148,978",Games,659,DJ.DREAMERTH,"187,022,254","14,679th"
BR,"Jul 5th, 2015","
$37.5K - $600.7K ",4031,"2,150,305",Games,"3,445",Canal Cahcildis,"269,278,589","9,940th"
GB,"Jul 5th, 2010","
$5.8K - $93.2K ",4030,"2,148,666",Howto,345,Kaushal Beauty,"191,823,460","14,257th"
US,"Jan 7th, 2017","
$146.4K - $2.3M ",4028,"2,152,821",Film,279,Dead Meat,"459,673,282","5,395th"
GB,"Apr 22nd, 2007","
$4.2K - $66.8K ",4027,"2,150,138",Education,97,Quirkology,"442,088,507","5,646th"
GB,"Mar 24th, 2011","
$34.9K - $557.7K ",4024,"2,151,318",Music,98,Charli XCX,"760,317,623","2,963rd"
IN,"Apr 2nd, 2014","
$118 - $1.9K ",4023,"2,150,579",,18,KIDS ZONE TV RHYMES,"97,240","6,305,304th"
AT,"Nov 26th, 2012","
$3.4K - $55.1K ",4022,"2,151,102",Entertainment,536,KsFreakWhatElse,"549,960,198","4,389th"
,"Oct 16th, 2017","
$49.4K - $791K ",4021,"2,151,455",,306,C.A.F - Children And Families,"739,597,165","3,050th"
US,"Mar 23rd, 2016","
$126 - $2K ",4019,"2,151,095",Entertainment,12,Toy Baby,"75,275,640","37,987th"
IN,"Aug 3rd, 2017","
$185.5K - $3M ",4018,"2,156,032",,"7,751",Sports Tak,"357,241,415","7,275th"
BR,"May 27th, 2015","
$148.6K - $2.4M ",4015,"2,158,456",People,"1,174",FP do Trem Bala,"417,378,691","6,031st"
BR,"Mar 19th, 2013","
$41.6K - $665.5K ",4014,"2,155,891",Music,174,Ministério Zoe Vida de Deus,"522,817,308","4,637th"
IN,"Aug 10th, 2012","
$76.6K - $1.2M ",4013,"2,156,516",,635,Letstalk Facts,"380,504,482","6,749th"
US,"Oct 27th, 2016","
$129.1K - $2.1M ",4012,"2,157,701",,23,KIDS7,"399,622,537","6,350th"
BO,"Dec 24th, 2015","
$243.4K - $3.9M ",4011,"2,158,856",Entertainment,"1,614",Favio Apaza-MansOn,"1,201,728,173","1,664th"
BR,"Apr 20th, 2009","
$31.3K - $501.1K ",4010,"2,156,357",Music,128,CantorEduardoCosta,"100,285,171","28,289th"
US,"May 6th, 2016","
$22.3K - $356.6K ",4009,"2,155,375",Music,482,Magic Music,"329,758,194","7,923rd"
US,"Jan 5th, 2010","
$54.1K - $865.9K ",4007,"2,155,117",Music,84,NickJonasVEVO,"833,955,477","2,641st"
US,"Jul 27th, 2006","
$2.1K - $32.9K ",4006,"2,155,118",Games,"3,397",TotalBiscuit,"879,829,787","2,474th"
EG,"Jun 9th, 2014","
$187.6K - $3M ",4005,"2,159,919",Entertainment,"2,324",El Adl Group,"967,032,803","2,194th"
BR,"Dec 25th, 2014","
$47.1K - $753.7K ",4004,"2,163,023",Entertainment,113,By Pamella,"84,956,932","33,747th"
DE,"Jan 5th, 2018","
$93.9K - $1.5M ",4003,"2,163,862",,73,Ameer Bros,"210,214,244","12,992nd"
US,"Feb 15th, 2008","
$46.3K - $741.2K ",4001,"2,158,642",Entertainment,"1,398",Arcadius Kul,"2,516,984,736",628th
DE,"Oct 26th, 2013","
$124.9K - $2M ",4000,"2,162,777",Games,"1,143",Standart Skill,"585,196,862","4,069th"
IN,"Jan 15th, 2017","
$0 - $0 ",3999,"2,160,547",Education,332,Star Guru,"42,269,121","65,478th"
GB,"Mar 14th, 2010","
$38.1K - $609K ",3998,"2,161,933",Howto,"1,344",SORTEDfood,"419,949,781","5,986th"
AE,"Jan 9th, 2011","
$93.6K - $1.5M ",3997,"2,164,705",Entertainment,"1,460",Spacetoon,"783,633,220","2,852nd"
US,"Aug 30th, 2015","
$5K - $79.9K  ",3996,"2,161,988",Games,4,KoloToons - Jimmy & Friends,"13,540,744","200,748th"
ID,"Oct 27th, 2016","
$73.3K - $1.2M ",3995,"2,169,019",Entertainment,164,tanboy kun,"264,881,987","10,149th"
,"Dec 1st, 2016","
$39.7K - $635.2K ",3994,"2,165,230",People,255,TechZone,"295,875,453","8,942nd"
VN,"Dec 4th, 2014","
$116.3K - $1.9M ",3993,"2,165,657",Music,"3,657",YEAH1 MUSIC,"2,199,024,899",751st
ES,"Mar 26th, 2013","
$195.3K - $3.1M ",3992,"2,168,681",Education,174,TiempodeSol,"937,908,602","2,275th"
US,"Mar 22nd, 2010","
$40 - $635 ",3991,"2,164,818",Howto,80,Bethany's Life,"73,629,898","38,813th"
US,"Aug 26th, 2013","
$1.6K - $25.3K ",3990,"2,165,224",Games,"2,060",HikePlays,"524,215,016","4,624th"
,"Jan 13th, 2014","
$0 - $0 ",3989,"2,165,443",Games,0,Popular on YouTube - Turkey,0,"24,185,884th"
ID,"Feb 20th, 2014","
$196.2K - $3.1M ",3988,"2,169,475",News,"35,228",CNN Indonesia,"1,052,293,956","1,983rd"
IN,"Jan 27th, 2015","
$20K - $319.9K ",3987,"2,170,409",Comedy,108,Aashqeen,"185,772,388","14,809th"
AU,"Apr 22nd, 2008","
$1.8K - $28.2K ",3985,"2,166,849",People,52,Jayesslee,"324,712,140","8,063rd"
BR,"Oct 26th, 2012","
$5.7K - $90.7K ",3984,"2,167,235",Music,156,KL PRODUTORA,"316,106,046","8,321st"
,"Oct 20th, 2017","
$746K - $11.9M ",3983,"2,204,570",,73,Funny TV show,"547,839,868","4,417th"
BR,"Jun 17th, 2016","
$3.7K - $59.8K ",3982,"2,168,729",Entertainment,55,Priscila Evellyn,"75,257,965","38,003rd"
BR,"May 14th, 2011","
$273 - $4.4K ",3980,"2,168,886",Entertainment,88,keferavlog,"77,779,785","36,737th"
JP,"Oct 28th, 2010","
$16.7K - $267.6K ",3979,"2,170,493",People,348,Nekojitablog,"244,355,288","11,056th"
MX,"Nov 17th, 2014","
$40.9K - $655K ",3977,"2,170,658",People,620,Kids TV Español Latino - Canciones…,"844,739,126","2,593rd"
US,"Dec 26th, 2014","
$40.1K - $641.5K ",3976,"2,171,783",Games,322,Crypt TV,"253,312,136","10,626th"
MX,"Apr 30th, 2006","
$1.7K - $26.6K ",3975,"2,170,857",Music,68,Alejandro Fernández,"11,685,045","230,194th"
US,"Aug 31st, 2012","
$0 - $0 ",3974,"2,170,293",Games,0,TV Shows - UK,0,"23,318,601st"
US,"Jun 1st, 2016","
$1.9K - $30.3K ",3973,"2,170,259",Entertainment,3,BÚN BẮP TV,"57,546,126","49,738th"
US,"Jul 3rd, 2013","
$8K - $127.8K ",3972,"2,171,276",Comedy,155,Ethan and Hila,"260,183,298","10,306th"
GB,"Jun 7th, 2007","
$2.1K - $33K ",3971,"2,171,166",Howto,898,pixiwoo,"317,673,852","8,282nd"
US,"Oct 14th, 2015","
$8.1K - $130K ",3970,"2,174,180",People,257,Vlogs By DK4L,"187,509,332","14,646th"
RU,"Nov 26th, 2014","
$46.1K - $736.8K ",3969,"2,172,570",Entertainment,874,СПС,"881,259,756","2,469th"
US,"Jan 20th, 2015","
$214 - $3.4K ",3967,"2,172,769",Entertainment,90,KIDS TRY,"8,329,801","314,847th"
VN,"Feb 20th, 2015","
$51.2K - $819K ",3966,"2,174,089",Games,"1,961",Tiền Zombie v4,"954,171,733","2,233rd"
IN,"Dec 6th, 2017","
$80.4K - $1.3M ",3964,"2,177,674",,"5,287",Bharat Tak,"318,993,689","8,248th"
MX,"Jan 19th, 2018","
$120.1K - $1.9M ",3963,"2,181,772",,"1,107",Ideas en 5 minutos NIÑOS,"307,086,173","8,592nd"
TW,"Aug 10th, 2009","
$138.9K - $2.2M ",3962,"2,174,835",Music,"1,236",相信音樂BinMusic,"2,376,284,014",680th
RU,"Jan 26th, 2016","
$266.7K - $4.3M ",3961,"2,186,087",Entertainment,64,Little Miss Sofia,"211,254,571","13,079th"
,"Apr 22nd, 2015","
$44.8K - $717.3K ",3959,"2,177,668",Howto,162,Beauty world l عالم الجمال,"348,065,482","7,456th"
US,"Feb 16th, 2007","
$939 - $15K ",3958,"2,176,441",Music,83,Three Days Grace,"26,310,817","107,060th"
SA,"May 29th, 2015","
$112.4K - $1.8M ",3957,"2,180,021",People,334,عصابة بدر Badr_Family,"476,095,451","5,195th"
RU,"Oct 28th, 2010","
$4.5K - $72.6K ",3956,"2,175,868",Howto,44,Elena Sheidlin,"116,820,753","24,182nd"
US,"May 23rd, 2006","
$6.9K - $109.8K ",3955,"2,176,316",Film,174,batinthesun,"359,204,856","7,225th"
GB,"Mar 29th, 2010","
$27.1K - $434.4K ",3954,"2,178,325",Education,"1,154",MercifulServant,"409,798,117","6,171st"
SG,"Jan 28th, 2013","
$14.9K - $238.7K ",3953,"2,177,237",Entertainment,868,YouTube FanFest,"283,688,861","9,392nd"
,"Mar 29th, 2017","
$252.8K - $4M ",3952,"2,183,749",,440,Bhojpuri HD Film,"747,545,540","3,019th"
US,"Jul 5th, 2012","
$24.1K - $385K ",3951,"2,179,474",Howto,283,Summer Mckeen,"125,248,971","22,540th"
GB,"Oct 30th, 2011","
$45.7K - $730.9K ",3950,"2,186,370",Comedy,209,WillNE,"298,032,129","8,871st"
BR,"Jun 24th, 2015","
$50.7K - $811.6K ",3949,"2,178,938",Games,"1,096",Rick Marin,"299,670,940","8,812th"
US,"Jul 19th, 2010","
$58.3K - $932.7K ",3948,"2,176,884",Music,68,YGVEVO,"1,262,121,435","1,580th"
,"Feb 19th, 2011","
$6.7K - $107.5K ",3947,"2,181,334",,354,रोजगार के अवसर,"60,313,776","47,533rd"
BR,"Apr 14th, 2015","
$9.7K - $154.9K ",3946,"2,181,141",People,713,Arte e Cia Brasil,"178,512,405","15,443rd"
US,"Jan 30th, 2018","
$61.7K - $987.6K ",3945,"2,181,974",Music,36,Juice WRLD,"449,940,174","5,532nd"
TR,"Aug 16th, 2013","
$8.9K - $142.8K ",3943,"2,183,399",Film,"7,934",Show TV,"1,752,084,915","1,031st"
US,"Dec 7th, 2015","
$223.7K - $3.6M ",3941,"2,180,930",Music,59,JonasBlueVEVO,"1,992,382,414",868th
MX,"Dec 16th, 2011","
$22.1K - $353.8K ",3940,"2,183,544",Education,694,VICKY RECETA FACIL,"281,513,666","9,468th"
,"Dec 23rd, 2016","
$277.2K - $4.4M ",3939,"2,192,745",Film,21,BaBYBo,"536,072,641","4,515th"
FR,"Feb 12th, 2012","
$13K - $208.1K ",3938,"2,181,957",Games,"4,142",Siphano,"1,009,615,997","2,085th"
BR,"Jun 5th, 2015","
$7.8K - $124.4K ",3937,"2,183,238",Entertainment,240,vinishow,"171,344,118","16,109th"
US,"May 30th, 2014","
$70.9K - $1.1M ",3936,"2,187,348",People,198,Cody Ko,"274,243,597","9,743rd"
IN,"Nov 9th, 2016","
$25.3K - $404.6K ",3935,"2,188,331",,398,ISHAN LLB,"139,776,206","20,038th"
CA,"Jun 23rd, 2007","
$18.1K - $288.9K ",3934,"2,184,848",Tech,112,ElectroBOOM,"169,874,790","16,270th"
BR,"Jun 21st, 2016","
$18.9K - $302.8K ",3942,"2,183,670",Sports,641,Musculos e Corpo Definido,"185,676,060","14,802nd"
TR,"Nov 6th, 2013","
$127.5K - $2M ",3933,"2,185,852",Film,419,Niloya,"1,513,907,394","1,253rd"
,"May 15th, 2017","
$15 - $242 ",3931,"2,183,569",Film,1,Turkish Series مسلسل تركي,"61,208","7,513,001st"
US,"Mar 6th, 2014","
$45.2K - $722.6K ",3929,"2,187,205",Comedy,273,Danny Duncan,"339,007,708","7,662nd"
IN,"Sep 21st, 2016","
$25.5K - $408.2K ",3928,"2,202,273",Film,80,Action Movies Digiplex,"452,423,937","5,512th"
FR,"Dec 7th, 2007","
$260.8K - $4.2M ",3924,"2,194,266",Film,"2,378",Disney FR,"2,022,467,080",847th
IT,"Oct 30th, 2012","
$152.1K - $2.4M ",3923,"2,190,400",Sports,"17,285",Serie A,"507,487,592","4,816th"
